"0873","8600","43","M","33241"
"0874","6800","43","M","35049"
"0875","5500","62","M","32923"
"0876","5500","53","M","33753"
"0877","5270","45","M",""
"0878","5800","59","M","33643"
"0879","8000","64","M","32755"
"0880","9210","52","M","34545"
"0881","4760","","M","30945"
"0882","5000","66","M","32813"
"0883","6535","49","M","34145"
"0884","6580","47","M","33536"
"0885","6200","52","M","42121"
"0886","6230","79","M","32521"
"0887","6392","62","M","42757"
"0888","6200","63","M","32745"
"0889","6200","39","M","35913"
"0890","6200","42","M",""
"0891","6200","41","M","42643"
"0892","6200","46","M","34843"
"0893","6200","59","M","40105"
"0894","8600","61","M","33239"
"0895","7860","47","M","33852"
"0896","8310","51","M","35041"
"0897","8700","45","M","33042"
"0898","7000","50","M","33232"
"0899","6000","61","M","33152"
"0900","3060","58","M","35726"
"0901","5200","56","M","34403"
"0902","5210","46","M","33946"
"0903","6900","46","M","33224"
"0904","2800","53","M","25958"
"0905","7120","51","M","40846"
"0906","5300","57","M","33615"
"0907","5300","54","M","41928"
"0908","7400","43","M","25714"
"0909","3400","54","M","30526"
"0910","2980","44","M","34355"
"0911","4180","44","M","40354"
"0912","3520","35","M","42912"
"0913","9500","70","M","34946"
"0914","7100","57","M","32044"
"0915","5000","53","M","40356"
"0916","6280","52","M","41207"
"0917","6280","56","M","32507"
"0918","6830","58","M","35357"
"0919","8900","68","M","34942"
"0920","7120","64","M","32017"
"0921","9500","44","M","31123"
"0922","6710","49","M","31433"
"0923","8000","50","M","34548"
"0924","7000","36","M","34809"
"0925","5500","76","M","40751"
"0926","3600","54","M","33433"
"0927","3500","55","M","31658"
"0928","4800","65","M","34903"
"0929","7441","57","M","33716"
"0930","5800","64","M","34656"
"0931","7620","42","M",""
"0932","7200","69","M","30913"
"0933","6000","50","M","40724"
"0934","6230","44","M","40906"
"0935","6392","49","M","42419"
"0936","6230","49","M","45059"
"0937","7200","56","M","40807"
"0938","2720","57","M","32826"
"0939","5600","38","M","40752"
"0940","2650","59","M","32941"
"0941","6710","41","M",""
"0942","6840","55","M","33115"
"0943","5000","64","M","40547"
"0944","7400","45","M","41339"
"0945","5270","52","M","33407"
"0946","5620","55","M","35709"
"0947","8900","43","M",""
"0948","7000","61","M","44126"
"0949","7080","70","M","32609"
"0950","7000","54","M","34838"
"0951","2300","65","M","30515"
"0952","8270","33","M",""
"0953","6715","41","M","35747"
"0954","8961","53","M","33729"
"0955","8270","73","M","31013"
"0956","5550","51","M","35624"
"0957","6700","49","M","32139"
"0958","6500","48","M","33623"
"0959","2730","57","M","25908"
"0960","7000","46","M","35435"
"0961","2620","59","M","34258"
"0962","5220","60","M","42142"
"0963","8260","70","M","34827"
"0964","8230","57","M","35243"
"0965","6261","78","M","35635"
"0966","5270","58","M","32641"
"0967","6280","50","M","34442"
"0968","7700","62","M","23941"
"0969","6715","50","M","40139"
"0970","2800","70","M","41639"
"0971","7000","48","M","43350"
